id,years_experience,technical_skills,num_skills,previous_domains,preferred_role,current_salary,education_level,has_certifications,location_preference,last_job_duration,it_state
1894,5.3,"Go,SQL,Git,C++",4,"Cloud Computing,Systems Architecture,Web Development",DevOps Engineer,113940,Masters,True,On-site,2.9,California
1895,7.0,"Python,Git,Node.js",3,Cloud Computing,Systems Engineer,137896,Bachelors,False,Hybrid,2.6,California
1896,7.2,"AWS,Kubernetes,TensorFlow,React,Azure,Node.js",6,"Cloud Computing,Web Development,Network Engineering",Full Stack Developer,151040,Bachelors,True,Hybrid,3.5,North Carolina
1897,7.0,"Git,Python,Java,Linux,MongoDB,Ruby",6,"Mobile Development,Web Development",Software Engineer,139959,Bachelors,True,Remote,3.7,Texas
1898,7.9,"Git,Python,Linux,React,Ruby",5,DevOps,DevOps Engineer,141969,Bachelors,True,Remote,1.0,California
1899,6.2,"AWS,Microservices,Azure,C++,JavaScript,Java",6,"Cloud Computing,DevOps,Machine Learning",Data Scientist,150594,Masters,False,Remote,2.9,Utah
1900,4.1,"TensorFlow,MongoDB,Docker,C++,Linux",5,"Security,Mobile Development,Web Development",Security Analyst,108312,Masters,True,Hybrid,3.5,Utah
1901,2.6,"AWS,Docker,Go,Azure",4,"DevOps,Cloud Computing",DevOps Engineer,101162,Bachelors,False,Hybrid,2.6,Utah
1902,2.0,"JavaScript,C++,Docker,AWS",4,"Data Science,Web Development",Software Engineer,81945,Bachelors,True,Hybrid,2.4,Colorado
1903,2.5,"Linux,SQL,AWS,Python",4,"Cloud Computing,Web Development,Data Science",Security Analyst,91056,Bachelors,True,Hybrid,2.5,Oregon
1904,7.3,"Azure,Kubernetes,Java,Ruby,AWS,Docker,Python",7,Cloud Computing,Full Stack Developer,148954,Masters,False,Hybrid,2.9,Colorado
1905,6.6,"Java,PyTorch,SQL,Azure,JavaScript,TensorFlow,Ruby,Node.js",8,"Mobile Development,Web Development,DevOps",DevOps Engineer,149188,Masters,True,Remote,2.2,North Carolina
1906,7.8,"React,MongoDB,C++,Microservices",4,"Mobile Development,Data Science,Cloud Computing",Database Administrator,152340,Bachelors,True,On-site,1.3,Oregon
1907,3.9,"Docker,REST API,SQL,Java,Azure,Python",6,"Web Development,Cloud Computing,Mobile Development",Systems Engineer,115326,Masters,True,Hybrid,2.0,Illinois
1908,6.1,"PyTorch,Python,Node.js,JavaScript",4,"Mobile Development,Cloud Computing",DevOps Engineer,122410,Masters,True,Remote,2.5,Washington
1909,5.7,"Git,Microservices,AWS",3,Cloud Computing,Network Administrator,133416,Bachelors,True,Hybrid,2.7,Georgia
1910,6.3,"Docker,React,JavaScript,AWS,Git",5,"Cloud Computing,Mobile Development",Data Scientist,136073,Masters,True,Remote,1.9,Utah
1911,6.2,"Git,JavaScript,Go,Java,React,SQL,Python",7,Security,Software Engineer,140077,Bachelors,True,Remote,2.2,Illinois
1912,4.9,"Microservices,MongoDB,Git",3,"Web Development,Network Engineering,DevOps",Cloud Architect,122535,Bachelors,True,Hybrid,2.6,Illinois
1913,7.6,"React,Kubernetes,Git,Azure,JavaScript,SQL,MongoDB,Python",8,"Network Engineering,Data Science",Systems Engineer,172484,Masters,True,Remote,3.7,Florida
1914,6.8,"Python,AWS,REST API",3,"Cloud Computing,Machine Learning,Systems Architecture",Cloud Architect,125168,Masters,True,Hybrid,3.7,Oregon
1915,3.5,"Java,Python,REST API,C++,React,Go,Linux,JavaScript",8,"Cloud Computing,Web Development",Full Stack Developer,120500,Masters,True,Hybrid,3.8,Florida
1916,5.9,"Azure,Python,TensorFlow,Kubernetes,Ruby,JavaScript,AWS",7,Data Science,Software Engineer,154944,PhD,True,On-site,3.0,North Carolina
1917,3.9,"Python,Node.js,Git,REST API,PyTorch,React,Azure",7,"Security,Cloud Computing",Software Engineer,119384,Bachelors,False,Hybrid,1.6,Georgia
1918,7.7,"Java,Azure,REST API,Python,JavaScript,Git,TensorFlow,SQL",8,Systems Architecture,Security Analyst,154878,Masters,True,Remote,3.5,North Carolina
1919,2.7,"REST API,JavaScript,TensorFlow",3,Cloud Computing,Software Engineer,93019,Bachelors,True,Hybrid,1.8,Utah
1920,7.5,"SQL,Docker,Java,Go,Python,Kubernetes,TensorFlow",7,"Cloud Computing,Web Development",Network Administrator,173446,Bachelors,False,Remote,2.2,California
1921,3.7,"C++,REST API,Java,Node.js,Linux,Git,Kubernetes",7,"Web Development,Cloud Computing",Data Scientist,127888,Masters,False,Remote,3.0,Oregon
1922,5.2,"Ruby,C++,Docker,Python,AWS,TensorFlow",6,"Machine Learning,Web Development,DevOps",Software Engineer,119613,Bachelors,True,Hybrid,1.7,Illinois
1923,6.0,"SQL,Go,AWS,Docker,Python,Kubernetes,Linux,JavaScript",8,"Database Administration,Cloud Computing",Security Analyst,139753,Bachelors,False,Remote,3.9,North Carolina
1924,4.7,"React,SQL,Microservices,TensorFlow,MongoDB,Node.js,REST API,Linux",8,"Web Development,Cloud Computing",Full Stack Developer,144529,Masters,True,Hybrid,1.0,Georgia
1925,2.5,"Git,PyTorch,Java",3,Systems Architecture,Systems Engineer,97502,Bachelors,True,Hybrid,3.5,Virginia
1926,4.4,"Linux,PyTorch,Java,Node.js,MongoDB",5,Mobile Development,ML Engineer,120683,Bachelors,True,On-site,1.9,Illinois
1927,3.8,"SQL,AWS,TensorFlow,Git,Python,JavaScript,Ruby,Java",8,"DevOps,Security,Cloud Computing",Software Engineer,128216,Masters,False,Hybrid,1.1,Texas
1928,3.3,"AWS,MongoDB,SQL,Java,C++",5,"Cloud Computing,Network Engineering,Web Development",Network Administrator,105362,Masters,True,Hybrid,3.0,Virginia
1929,6.9,"Azure,MongoDB,C++,Git",4,"Web Development,Network Engineering",DevOps Engineer,128155,PhD,True,Hybrid,1.7,Colorado
1930,7.4,"Go,Azure,AWS,C++,SQL,JavaScript",6,DevOps,Cloud Architect,159823,PhD,False,On-site,1.1,Oregon
1931,6.6,"SQL,Microservices,React,AWS,Kubernetes,Node.js,MongoDB,Linux",8,"DevOps,Web Development",Full Stack Developer,153164,Masters,False,Hybrid,1.8,New York
1932,4.3,"Microservices,C++,Azure,Docker,Kubernetes",5,Web Development,Systems Engineer,115746,Masters,False,Remote,2.5,New York
1933,7.8,"React,SQL,Java,Docker,Git,Python",6,"Security,Cloud Computing,Web Development",Software Engineer,169210,PhD,True,Hybrid,2.9,Washington
1934,6.0,"AWS,PyTorch,Node.js,Ruby,Java,Microservices",6,"Web Development,Systems Architecture",Database Administrator,138734,Masters,True,Remote,3.5,New York
1935,3.8,"MongoDB,Azure,Git,React,AWS",5,"Security,Database Administration,Systems Architecture",Database Administrator,117970,Bachelors,False,Remote,4.0,California
1936,4.6,"React,Docker,AWS,REST API",4,Systems Architecture,Full Stack Developer,117394,Bachelors,False,On-site,1.6,Colorado
1937,5.4,"REST API,Git,MongoDB,Azure,Go,Node.js,Java,SQL",8,"Web Development,Mobile Development",Software Engineer,130803,Bachelors,True,Hybrid,1.0,Utah
1938,5.0,"Kubernetes,Go,Microservices,Git,Azure,MongoDB",6,Mobile Development,Software Engineer,141567,Bachelors,True,On-site,1.9,Colorado
1939,7.5,"C++,Git,JavaScript,MongoDB",4,"Web Development,DevOps,Mobile Development",Software Engineer,145301,Bachelors,False,Remote,1.5,Arizona
1940,5.4,"C++,JavaScript,REST API,Linux",4,"Network Engineering,Web Development,Mobile Development",Security Analyst,134126,Masters,False,Remote,2.5,Georgia
1941,6.3,"Java,Kubernetes,Linux,Go,Azure,REST API,Docker,Git",8,"Machine Learning,Web Development,Network Engineering",Software Engineer,152337,Bachelors,True,On-site,2.3,New York
1942,3.7,"Java,REST API,MongoDB,PyTorch,Azure,SQL,Kubernetes",7,"Database Administration,Web Development",Network Administrator,122195,Bachelors,True,On-site,3.9,Massachusetts
1943,7.7,"JavaScript,Java,Ruby,REST API,Azure,Git",6,"Cloud Computing,Web Development,Systems Architecture",DevOps Engineer,166758,Bachelors,True,Hybrid,3.0,Texas
1944,7.8,"Node.js,Azure,Ruby,AWS,Git,C++,Linux,JavaScript",8,Web Development,ML Engineer,166153,Masters,True,On-site,2.2,Utah
1945,5.9,"REST API,Git,SQL,TensorFlow,JavaScript,Docker,Python",7,"Security,Data Science,Cloud Computing",Data Scientist,154515,Masters,True,Hybrid,3.7,Arizona
1946,2.3,"Linux,Java,AWS,Ruby",4,"Network Engineering,Mobile Development",Network Administrator,87697,Masters,True,Remote,1.7,Colorado
1947,6.9,"PyTorch,REST API,SQL,Java,AWS,Microservices",6,"Web Development,Database Administration,Systems Architecture",Network Administrator,141689,Masters,True,Remote,4.0,Utah
1948,5.2,"JavaScript,TensorFlow,AWS,Linux,Ruby,Git,Python",7,DevOps,Systems Engineer,146413,Bachelors,True,Remote,3.7,Colorado
1949,2.9,"Docker,TensorFlow,C++",3,"Web Development,Data Science,Database Administration",Software Engineer,96963,Masters,True,Remote,3.0,North Carolina
1950,5.9,"TensorFlow,Python,Git,Azure,Microservices",5,Cloud Computing,Software Engineer,132466,Bachelors,True,Hybrid,1.4,Oregon
1951,5.3,"Microservices,AWS,Git,Python,SQL,REST API",6,Mobile Development,ML Engineer,123994,Bachelors,True,On-site,3.2,Oregon
1952,3.4,"Azure,Docker,MongoDB,JavaScript,Java,React,C++",7,"DevOps,Web Development,Cloud Computing",Network Administrator,127780,Masters,False,Remote,2.4,Illinois
1953,3.5,"REST API,Node.js,Python,MongoDB,Kubernetes,Microservices,AWS,SQL",8,"Web Development,Cloud Computing,Mobile Development",Full Stack Developer,126165,Masters,True,Hybrid,2.9,Virginia
1954,4.5,"AWS,C++,Git,TensorFlow,Java,Ruby,JavaScript,SQL",8,"Network Engineering,Data Science",Software Engineer,125079,Bachelors,True,On-site,2.0,Florida
1955,6.9,"MongoDB,SQL,Docker,Java,Azure",5,Mobile Development,Full Stack Developer,148778,Bachelors,True,Hybrid,2.5,New York
1956,6.6,"AWS,Linux,C++",3,Security,Data Scientist,123682,Masters,True,Remote,3.6,Oregon
1957,5.7,"Python,Go,Git,SQL,React,Linux,AWS,Docker",8,"Web Development,Cloud Computing",Security Analyst,141430,Bachelors,True,Hybrid,1.9,Florida
1958,3.7,"Docker,SQL,Java",3,"Mobile Development,Machine Learning",Software Engineer,104512,Bachelors,True,Remote,1.3,Arizona
1959,2.8,"React,Docker,Ruby,Azure,REST API,Microservices",6,"Web Development,Database Administration",Full Stack Developer,99252,Masters,True,On-site,3.8,Washington
1960,5.3,"Microservices,Git,Kubernetes",3,"Data Science,Web Development",Software Engineer,118840,Bachelors,True,Hybrid,2.9,Florida
1961,2.3,"Linux,Docker,JavaScript,SQL",4,"Mobile Development,Cloud Computing",DevOps Engineer,92253,Masters,True,Remote,1.1,California
1962,5.6,"Node.js,AWS,Go",3,Cloud Computing,Security Analyst,129728,Masters,False,Hybrid,1.5,Texas
1963,7.6,"Python,Node.js,AWS,Go",4,"Data Science,Cloud Computing",Software Engineer,136196,Masters,False,Hybrid,2.8,Illinois
1964,6.7,"Linux,SQL,Azure,MongoDB,Kubernetes,Python",6,"Data Science,Security",Systems Engineer,151546,Masters,True,On-site,2.5,Georgia
1965,2.1,"Kubernetes,Node.js,Microservices,Docker",4,"Data Science,Database Administration",Network Administrator,97494,Bachelors,True,Remote,2.9,Virginia
1966,6.4,"JavaScript,Docker,Microservices,Node.js,C++,SQL,AWS",7,"Cloud Computing,DevOps,Mobile Development",Software Engineer,162583,Masters,True,Remote,1.3,Florida
1967,3.8,"Docker,C++,REST API,Python,JavaScript,React,MongoDB",7,Web Development,Software Engineer,130892,Masters,True,Remote,1.5,Virginia
1968,2.8,"Linux,SQL,Azure,JavaScript,C++,TensorFlow",6,"Network Engineering,Web Development,Cloud Computing",Full Stack Developer,103312,Masters,False,Hybrid,2.9,Illinois
1969,5.7,"Java,Go,Git,JavaScript,REST API",5,"Security,Cloud Computing",Systems Engineer,134896,Masters,True,Remote,3.3,New York
1970,6.3,"MongoDB,Node.js,Docker,Kubernetes",4,Web Development,Data Scientist,144937,Bachelors,False,Hybrid,2.9,Massachusetts
1971,3.7,"C++,Java,Go,TensorFlow,SQL,Microservices,AWS,PyTorch",8,"Web Development,Cloud Computing,Machine Learning",Data Scientist,135287,Bachelors,False,On-site,1.2,New York
1972,4.9,"AWS,Linux,REST API,MongoDB,Java,Git,Kubernetes,Docker",8,"Cloud Computing,Systems Architecture,Web Development",DevOps Engineer,144109,Bachelors,False,Remote,1.4,California
1973,2.8,"React,Docker,Git,REST API,Python,Java,Azure,AWS",8,DevOps,Systems Engineer,115876,Masters,False,Remote,2.9,Texas
1974,5.9,"Microservices,C++,Node.js,AWS,PyTorch,JavaScript,TensorFlow,Docker",8,"Web Development,DevOps,Database Administration",Security Analyst,157000,Masters,True,Remote,1.1,North Carolina
1975,3.9,"Java,Python,AWS,PyTorch,Git,JavaScript,Linux",7,"Network Engineering,DevOps",Security Analyst,120091,Bachelors,False,On-site,3.3,Colorado
1976,5.2,"SQL,Git,AWS,Docker,PyTorch,Microservices,Python,Azure",8,"Cloud Computing,Data Science",Software Engineer,147243,Bachelors,False,On-site,1.6,Texas
1977,3.0,"Java,Node.js,Microservices,C++",4,"Database Administration,Web Development",Security Analyst,101788,Masters,False,Hybrid,2.5,Colorado
1978,6.0,"Python,Linux,Microservices,Java,SQL,React,JavaScript",7,"Mobile Development,Cloud Computing",Cloud Architect,135586,Bachelors,True,Remote,2.0,New York
1979,7.1,"JavaScript,Java,Go",3,Security,Security Analyst,134639,Masters,False,Remote,1.3,Florida
1980,5.5,"Linux,Kubernetes,SQL,Go,Microservices,Azure,REST API",7,"Cloud Computing,Web Development,Mobile Development",Software Engineer,136182,Masters,True,Hybrid,3.5,New York
1981,4.2,"Docker,AWS,MongoDB,React",4,"Database Administration,Mobile Development",Software Engineer,106940,Bachelors,False,Hybrid,3.7,Texas
1982,7.0,"TensorFlow,Git,AWS,Node.js,Java",5,"Data Science,Mobile Development",Database Administrator,149995,Bachelors,False,Hybrid,1.7,Florida
1983,6.5,"Azure,Linux,C++",3,"Cloud Computing,Systems Architecture,Web Development",Network Administrator,117276,Masters,False,On-site,4.0,New York
1984,5.7,"Node.js,SQL,Azure",3,"Security,Mobile Development",Systems Engineer,126786,Bachelors,False,Remote,1.2,Oregon
1985,3.2,"Microservices,Git,Go,MongoDB,Python",5,Security,Software Engineer,116926,Bachelors,True,Hybrid,2.9,Oregon
1986,5.9,"Linux,MongoDB,Microservices,Java,SQL,TensorFlow,C++",7,"Network Engineering,Data Science,Machine Learning",Software Engineer,155516,Bachelors,True,Hybrid,3.1,Oregon
1987,6.8,"AWS,React,Linux,MongoDB,Python,REST API,Java",7,"DevOps,Security,Web Development",Cloud Architect,147853,Bachelors,True,Hybrid,1.1,California
1988,6.9,"Linux,JavaScript,Kubernetes,Python,Microservices,Java,MongoDB,TensorFlow",8,"Network Engineering,Mobile Development",Database Administrator,149571,Bachelors,True,Hybrid,2.5,California
1989,4.9,"TensorFlow,AWS,MongoDB",3,"Web Development,Mobile Development,Database Administration",ML Engineer,123755,Bachelors,True,Remote,1.4,Utah
1990,2.3,"AWS,Kubernetes,Git,React,Docker",5,Cloud Computing,Data Scientist,95909,Bachelors,False,Remote,3.8,Virginia
1991,5.4,"Docker,Go,Python",3,"Network Engineering,Data Science",Full Stack Developer,127679,Bachelors,False,Hybrid,1.5,Texas
1992,2.9,"Azure,JavaScript,Linux,Docker,React,REST API,AWS,MongoDB",8,Mobile Development,Software Engineer,116426,Bachelors,False,On-site,2.4,Massachusetts
1993,6.1,"SQL,Java,Linux,Azure,Kubernetes,Node.js,Python,C++",8,Web Development,Full Stack Developer,160212,Masters,True,Remote,4.0,Massachusetts
1994,4.0,"JavaScript,Kubernetes,AWS,TensorFlow,PyTorch,Git,C++",7,"Database Administration,Data Science,Cloud Computing",Full Stack Developer,125968,Masters,True,Hybrid,2.0,Colorado
1995,4.8,"Linux,React,Git,JavaScript",4,"DevOps,Cloud Computing",Data Scientist,122655,Bachelors,False,Hybrid,2.6,Oregon
1996,7.1,"Python,Kubernetes,Azure,JavaScript,REST API",5,"Cloud Computing,Database Administration",Network Administrator,148146,Bachelors,True,On-site,2.0,Georgia
1997,6.6,"React,AWS,C++,Go,Python,Docker",6,"Data Science,DevOps",Systems Engineer,142847,Bachelors,False,On-site,3.8,Florida
1998,6.5,"Python,SQL,MongoDB,C++,REST API",5,"Systems Architecture,Cloud Computing,Mobile Development",Systems Engineer,146542,PhD,False,Remote,2.3,Arizona
1999,6.5,"Azure,Git,C++,Docker,Node.js,REST API,React",7,Network Engineering,Systems Engineer,142156,Masters,True,Hybrid,3.8,North Carolina
2000,4.0,"Kubernetes,Go,JavaScript,Docker",4,"Machine Learning,Web Development",Software Engineer,100394,Bachelors,True,Hybrid,1.2,Oregon
2001,5.3,"Python,Microservices,Node.js,Linux,SQL,AWS,Azure,React",8,"Web Development,DevOps",DevOps Engineer,134217,Masters,True,Hybrid,1.2,Virginia
2002,7.8,"JavaScript,Node.js,Python,Git",4,"Mobile Development,Cloud Computing,Database Administration",Systems Engineer,158907,Bachelors,True,Hybrid,2.8,Illinois
2003,4.9,"MongoDB,C++,Linux,REST API,AWS,JavaScript,Java",7,"Database Administration,Data Science",Data Scientist,125278,Bachelors,True,Remote,2.1,New York
2004,2.8,"Linux,AWS,Microservices,Kubernetes,Docker,Go,SQL,React",8,Security,DevOps Engineer,124619,Bachelors,False,On-site,3.1,Texas
2005,5.5,"C++,Azure,Java,Microservices,Python,Git",6,"Systems Architecture,Web Development,Cloud Computing",Data Scientist,125871,Bachelors,False,Hybrid,3.6,Utah
2006,5.0,"Kubernetes,Azure,Docker",3,"Network Engineering,Data Science,Web Development",Full Stack Developer,119643,Masters,True,Remote,2.8,Florida
2007,2.6,"React,AWS,Python,Docker,Java",5,"Cloud Computing,Network Engineering,Data Science",ML Engineer,109045,Bachelors,False,Remote,1.9,Arizona
2008,2.4,"Python,TensorFlow,Git,JavaScript,Go",5,Systems Architecture,Software Engineer,107381,Bachelors,True,On-site,2.8,Florida
2009,7.8,"Kubernetes,Docker,React",3,"Systems Architecture,DevOps",Systems Engineer,151065,Masters,True,Remote,3.3,Virginia
2010,3.3,"JavaScript,SQL,AWS,Java,Microservices",5,"Web Development,Mobile Development,Network Engineering",ML Engineer,104034,Bachelors,False,Remote,2.6,California
2011,7.7,"TensorFlow,MongoDB,C++,React,Linux,Microservices,Kubernetes",7,"Web Development,Cloud Computing",DevOps Engineer,151400,Bachelors,True,Remote,2.4,Arizona
2012,5.1,"Python,Microservices,Linux,MongoDB,JavaScript,Java,Azure,REST API",8,"DevOps,Systems Architecture",DevOps Engineer,145096,Bachelors,False,Hybrid,3.5,Utah
2013,4.7,"C++,Git,React,Microservices,JavaScript",5,"Web Development,Mobile Development",Data Scientist,120158,Masters,False,Remote,3.0,Massachusetts
2014,3.5,"C++,Python,Go,JavaScript,Docker,SQL",6,"Web Development,DevOps",Software Engineer,122487,Bachelors,True,On-site,2.8,Illinois
2015,5.8,"JavaScript,Python,Node.js,React,Git,Microservices",6,Cloud Computing,Full Stack Developer,133091,Bachelors,False,Remote,1.2,Florida
2016,3.3,"Kubernetes,C++,REST API,Node.js",4,"Web Development,Data Science,Cloud Computing",ML Engineer,102203,Bachelors,False,Hybrid,3.4,Virginia
2017,5.4,"Git,TensorFlow,AWS,Go,Docker",5,"Web Development,Cloud Computing",ML Engineer,127590,Masters,False,Remote,1.7,Utah
2018,7.7,"Kubernetes,Python,REST API,AWS",4,"Database Administration,Web Development,Data Science",Cloud Architect,158475,Bachelors,True,Remote,3.7,Oregon
2019,6.9,"Java,Linux,TensorFlow",3,Web Development,Full Stack Developer,137452,Bachelors,True,Hybrid,3.3,Georgia
2020,6.7,"Java,SQL,Python",3,"Mobile Development,Web Development,Data Science",Data Scientist,121197,Masters,True,On-site,3.1,Florida
2021,3.4,"Docker,REST API,AWS,SQL,PyTorch,Azure",6,Mobile Development,Security Analyst,117228,Masters,False,Hybrid,1.2,Texas
2022,3.8,"Git,SQL,Linux,Kubernetes,Ruby,PyTorch,JavaScript",7,"Web Development,Cloud Computing",Systems Engineer,126162,Bachelors,True,Remote,3.1,Georgia
2023,5.3,"Java,C++,JavaScript,MongoDB,Ruby,Python",6,"Network Engineering,Cloud Computing",DevOps Engineer,135551,Bachelors,True,Hybrid,3.0,Georgia
2024,2.9,"AWS,Node.js,Linux",3,Web Development,Security Analyst,86600,Bachelors,False,Remote,2.0,Utah
2025,4.6,"Microservices,TensorFlow,Linux,JavaScript,C++,REST API",6,Cloud Computing,Full Stack Developer,126947,Bachelors,True,On-site,2.5,North Carolina
2026,7.5,"SQL,Kubernetes,Java,AWS,Go,REST API",6,"Data Science,DevOps",Full Stack Developer,149574,Bachelors,False,Hybrid,2.1,Illinois
2027,3.6,"PyTorch,Azure,Java,Go,MongoDB,Git,REST API,AWS",8,"Database Administration,Machine Learning,Systems Architecture",Full Stack Developer,131428,Bachelors,True,Hybrid,2.3,Virginia
2028,3.0,"REST API,Python,Go,Linux,SQL,Java,AWS,Ruby",8,"Web Development,Systems Architecture,Machine Learning",ML Engineer,110898,Bachelors,True,Remote,3.7,California
2029,3.1,"REST API,Git,JavaScript,SQL,AWS,Python,Linux",7,"Mobile Development,Cloud Computing",Network Administrator,113421,Bachelors,True,Hybrid,2.8,Florida
2030,3.5,"Linux,Go,PyTorch,Python,Microservices",5,"Cloud Computing,Mobile Development,Data Science",Network Administrator,103110,Bachelors,True,Hybrid,1.7,Washington
2031,5.6,"REST API,Java,Go,Git,Azure,Python",6,"Mobile Development,Cloud Computing,Web Development",Cloud Architect,145828,Bachelors,False,On-site,3.8,Massachusetts
2032,3.2,"Linux,MongoDB,TensorFlow,PyTorch,SQL,Azure,Go,JavaScript",8,Mobile Development,Software Engineer,132261,Masters,True,Remote,1.5,North Carolina
2033,6.1,"Ruby,REST API,JavaScript,Java",4,Data Science,Full Stack Developer,140252,Bachelors,True,Remote,3.4,Illinois
2034,3.6,"JavaScript,SQL,Azure,Node.js,Python,AWS,Java",7,"Network Engineering,Mobile Development",DevOps Engineer,127196,Masters,True,On-site,2.4,North Carolina
2035,5.3,"Node.js,JavaScript,Git,Linux,Python,REST API,SQL,React",8,DevOps,DevOps Engineer,153240,Masters,False,Remote,1.5,Virginia
2036,2.5,"Python,Azure,Java,AWS,Git",5,Network Engineering,Data Scientist,90703,Masters,False,Hybrid,2.0,Massachusetts
2037,3.7,"JavaScript,TensorFlow,Python,Azure,REST API,MongoDB,SQL,Linux",8,"Web Development,Machine Learning,Systems Architecture",Data Scientist,134572,Bachelors,True,On-site,2.5,Washington
2038,3.4,"Git,Python,AWS",3,"Cloud Computing,Data Science,Web Development",Software Engineer,98752,Bachelors,True,Hybrid,2.6,California
2039,3.0,"Git,Java,C++,Python,MongoDB,Linux,React",7,"Database Administration,Cloud Computing,Web Development",Security Analyst,116813,Masters,True,Hybrid,2.1,Illinois
2040,7.6,"C++,Docker,Kubernetes,Go,Git,SQL,Node.js,Azure",8,"Web Development,Data Science",ML Engineer,156620,Bachelors,True,Remote,2.6,Illinois
2041,3.9,"Python,Git,Linux,JavaScript",4,Web Development,Software Engineer,110926,Bachelors,False,Hybrid,1.2,Georgia
2042,7.0,"Node.js,Linux,JavaScript,Kubernetes,C++",5,Cloud Computing,DevOps Engineer,152576,Bachelors,True,Hybrid,2.5,Arizona
2043,5.6,"Python,Linux,Node.js,Java,REST API,MongoDB",6,"Data Science,Web Development,Mobile Development",Security Analyst,132335,Bachelors,False,Remote,2.9,Arizona
2044,6.5,"Python,C++,JavaScript,Azure",4,"Web Development,Machine Learning",Systems Engineer,126964,Masters,True,On-site,2.3,Utah
2045,2.1,"C++,SQL,AWS,Microservices,React,Docker,Git",7,Cloud Computing,Database Administrator,106413,Bachelors,True,Hybrid,3.3,Texas
2046,6.7,"Linux,Azure,Java",3,Web Development,Systems Engineer,142105,Bachelors,True,Remote,3.9,Texas
2047,2.8,"MongoDB,Git,Go,Ruby",4,DevOps,Data Scientist,92146,Masters,False,Hybrid,1.3,Utah
2048,2.4,"Linux,SQL,C++,Azure,Git,Kubernetes",6,"Database Administration,Mobile Development,Cloud Computing",Full Stack Developer,97394,PhD,False,Remote,3.6,North Carolina
2049,5.8,"PyTorch,Git,Kubernetes,Ruby,SQL",5,"Cloud Computing,Data Science,DevOps",Security Analyst,121114,Bachelors,True,Remote,2.3,Oregon
2050,3.4,"MongoDB,Python,Linux,AWS,Git,Node.js,JavaScript,REST API",8,"Mobile Development,Web Development,Systems Architecture",Database Administrator,113446,Bachelors,True,Hybrid,2.8,Virginia
2051,5.1,"SQL,Docker,Linux,Node.js,Git,Java",6,DevOps,Software Engineer,126422,Bachelors,True,On-site,3.3,Washington
2052,6.6,"Docker,JavaScript,Linux,C++,Go,Azure,Java",7,"Mobile Development,Systems Architecture,Data Science",Systems Engineer,143003,Bachelors,True,On-site,1.1,Arizona
2053,2.7,"REST API,Git,Go,Linux,SQL,C++,MongoDB",7,Web Development,ML Engineer,118233,Masters,False,Hybrid,3.7,California
2054,3.4,"Azure,Java,Python,Kubernetes",4,"Machine Learning,Security,Network Engineering",Cloud Architect,94768,Bachelors,True,Remote,3.9,California
2055,7.7,"Azure,AWS,SQL,Java,MongoDB,TensorFlow,Git",7,"Data Science,Web Development",Software Engineer,155360,PhD,True,Remote,3.0,Utah
2056,6.3,"SQL,React,Kubernetes",3,"DevOps,Cloud Computing,Mobile Development",Software Engineer,123457,Masters,False,Hybrid,2.9,Illinois
2057,4.3,"Azure,Git,JavaScript,Docker,Node.js",5,"Cloud Computing,Systems Architecture",Software Engineer,122916,Bachelors,True,Hybrid,2.2,Washington
2058,5.6,"Git,SQL,TensorFlow,Node.js,Docker,MongoDB,Python,REST API",8,Security,ML Engineer,140943,Bachelors,True,Remote,3.2,Illinois
2059,5.6,"Node.js,REST API,Git,Python",4,"Cloud Computing,Security,Mobile Development",Full Stack Developer,122718,Masters,False,Hybrid,3.8,Arizona
2060,4.6,"Git,TensorFlow,SQL,AWS,REST API",5,"DevOps,Data Science",Data Scientist,126807,Masters,True,Remote,3.9,Arizona
2061,6.8,"JavaScript,Go,REST API,AWS,PyTorch,SQL,Docker",7,DevOps,Systems Engineer,156374,Bachelors,True,On-site,3.6,Texas
2062,6.6,"Microservices,JavaScript,React",3,"Machine Learning,Web Development,Mobile Development",Full Stack Developer,136498,Bachelors,True,Hybrid,1.2,Oregon
2063,3.2,"React,Python,Node.js,Microservices,JavaScript,Ruby,SQL,MongoDB",8,"Database Administration,Web Development,Machine Learning",Database Administrator,127175,PhD,True,On-site,3.6,California
2064,7.2,"Git,Kubernetes,REST API,Azure,C++",5,"Security,Web Development,Data Science",Full Stack Developer,155865,Masters,True,Remote,3.8,California
2065,2.3,"AWS,C++,SQL,REST API,Git,JavaScript",6,"DevOps,Web Development,Data Science",Software Engineer,104724,Bachelors,False,Hybrid,3.3,Arizona
2066,6.3,"Docker,Azure,Go,Node.js,MongoDB,Microservices",6,"Network Engineering,Cloud Computing,Mobile Development",Software Engineer,148555,Bachelors,True,Remote,3.5,Virginia
2067,5.2,"SQL,JavaScript,Azure,Ruby,Git,REST API,C++",7,Database Administration,Systems Engineer,138278,Bachelors,True,Hybrid,3.8,Texas
2068,2.5,"Python,JavaScript,Java,REST API,Go,Linux,Azure,Docker",8,Mobile Development,Security Analyst,104168,Bachelors,True,Hybrid,1.9,Oregon
2069,5.8,"SQL,Git,REST API,MongoDB,Python,Node.js,C++",7,"Web Development,DevOps",Software Engineer,146371,Bachelors,True,Hybrid,2.7,Virginia
2070,7.1,"Node.js,MongoDB,Microservices,React",4,"Data Science,Cloud Computing,Mobile Development",Network Administrator,149755,PhD,True,Remote,3.3,Florida
